row_id,judge,court,date,source,column_name,rg_summary
3,Magistrate Judge Gabriel A. Fuentes,N.D. Ill.,2023-05,rails,disclose_ai_generated_evidence,
3,Magistrate Judge Gabriel A. Fuentes,N.D. Ill.,2023-05,rails,notice_to_opposing_parties_ai_evidence,
3,Magistrate Judge Gabriel A. Fuentes,N.D. Ill.,2023-05,rails,ai_to_record_in_courtroom,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,prohibited,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,disclose_ai_tool_used,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,disclose_how_ai_tool_used,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,identify_sections_drafted_with_ai,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,disclose_process_used_to_check_accuracy,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,certify_accuracy_non_use_on_notice,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,certify_accuracy_if_planning_to_use_ai,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,certify_no_unauthorized_disclosure,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,certify_accuracy_w_each_filing_if_ai_used,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,maintain_ai_prompt_records,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,proprietary_info_nondisclosure_req,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,disclose_ai_generated_evidence,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,notice_to_opposing_parties_ai_evidence,
4,Judge Stacey G.C. Jernigan,Bankr. N.D. Tex.,2023-06,rails,ai_to_record_in_courtroom,
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,prohibited,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,disclose_ai_tool_used,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,disclose_how_ai_tool_used,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,identify_sections_drafted_with_ai,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,disclose_process_used_to_check_accuracy,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,certify_accuracy_non_use_on_notice,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,certify_accuracy_if_planning_to_use_ai,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,certify_no_unauthorized_disclosure,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,just_a_warning,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,maintain_ai_prompt_records,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,proprietary_info_nondisclosure_req,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,disclose_ai_generated_evidence,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,notice_to_opposing_parties_ai_evidence,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
5,Judge Michael M. Baylson,E.D. Pa.,2023-06,both,ai_to_record_in_courtroom,"This standing order refers generally to “Artificial Intelligence (‘AI’)” and requires disclosure if any AI is “used . . . in the preparation of any complaint, answer, motion, brief, or other paper,” a"
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,prohibited,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,disclose_how_ai_tool_used,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,disclose_process_used_to_check_accuracy,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,certify_accuracy_non_use_on_notice,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,certify_accuracy_if_planning_to_use_ai,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,certify_no_unauthorized_disclosure,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,certify_accuracy_w_each_filing_if_ai_used,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,just_a_warning,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,maintain_ai_prompt_records,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,disclose_ai_generated_evidence,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,notice_to_opposing_parties_ai_evidence,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
6,Judge Stephen Alexander Vaden,Ct. Int'l Trade,2023-06,both,ai_to_record_in_courtroom,This standing order is limited to filings drafted using generative AI. It requires that such filings be accompanied by a disclosure identifying the AI tool used and the portions of the filing drafted 
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,prohibited,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,disclose_ai_tool_used,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,disclose_how_ai_tool_used,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,identify_sections_drafted_with_ai,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,disclose_process_used_to_check_accuracy,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,certify_accuracy_non_use_on_notice,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,certify_no_unauthorized_disclosure,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,certify_accuracy_w_each_filing_if_ai_used,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,just_a_warning,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,maintain_ai_prompt_records,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,proprietary_info_nondisclosure_req,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,disclose_ai_generated_evidence,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,notice_to_opposing_parties_ai_evidence,
7,Judge Roy B. Ferguson,394th District Court of Texas,2023-06,rails,ai_to_record_in_courtroom,
8,Judge David W. Molloy,D. Mont.,2023-06,both,disclose_ai_tool_used,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,disclose_how_ai_tool_used,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,identify_sections_drafted_with_ai,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,disclose_process_used_to_check_accuracy,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,certify_accuracy_non_use_on_notice,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,certify_accuracy_if_planning_to_use_ai,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,certify_no_unauthorized_disclosure,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,certify_accuracy_w_each_filing_if_ai_used,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,just_a_warning,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,maintain_ai_prompt_records,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,proprietary_info_nondisclosure_req,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,disclose_ai_generated_evidence,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,notice_to_opposing_parties_ai_evidence,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
8,Judge David W. Molloy,D. Mont.,2023-06,both,ai_to_record_in_courtroom,"Specifically in the context of orders granting requests to admit counsel pro hac vice, Judge Molloy has issued at least one such order in which he specifies that pro hac counsel “shall do his or her o"
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,prohibited,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,disclose_ai_tool_used,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,identify_sections_drafted_with_ai,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,disclose_process_used_to_check_accuracy,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,certify_accuracy_non_use_on_notice,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,certify_accuracy_if_planning_to_use_ai,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,certify_no_unauthorized_disclosure,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,certify_accuracy_w_each_filing_if_ai_used,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,maintain_ai_prompt_records,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,proprietary_info_nondisclosure_req,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,disclose_ai_generated_evidence,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,notice_to_opposing_parties_ai_evidence,
9,Chief Justice Glenn D. Joyal,Court of King's Bench (Manitoba),2023-06,rails,ai_to_record_in_courtroom,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,prohibited,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,identify_sections_drafted_with_ai,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,disclose_process_used_to_check_accuracy,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,certify_accuracy_non_use_on_notice,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,certify_accuracy_if_planning_to_use_ai,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,certify_no_unauthorized_disclosure,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,certify_accuracy_w_each_filing_if_ai_used,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,just_a_warning,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,maintain_ai_prompt_records,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,proprietary_info_nondisclosure_req,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,disclose_ai_generated_evidence,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,notice_to_opposing_parties_ai_evidence,
10,Chief Justice Suzanne M. Duncan,Supreme Court of Yukon,2023-06,rails,ai_to_record_in_courtroom,
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,prohibited,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,disclose_ai_tool_used,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,disclose_how_ai_tool_used,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,identify_sections_drafted_with_ai,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,disclose_process_used_to_check_accuracy,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,certify_accuracy_non_use_on_notice,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,certify_accuracy_if_planning_to_use_ai,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,certify_no_unauthorized_disclosure,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,certify_accuracy_w_each_filing_if_ai_used,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,just_a_warning,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,maintain_ai_prompt_records,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,proprietary_info_nondisclosure_req,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,disclose_ai_generated_evidence,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,notice_to_opposing_parties_ai_evidence,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
11,Magistrate Judge Jeffrey Cole,N.D. Ill.,2023-07,both,ai_to_record_in_courtroom,"This standing order refers generally to “artificial intelligence” and “AI,” requiring disclosure of the use of any “AI tool” for “research and/or drafting.” The order appears to imply that this disclo"
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,prohibited,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,disclose_how_ai_tool_used,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,disclose_process_used_to_check_accuracy,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,certify_accuracy_non_use_on_notice,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,certify_accuracy_if_planning_to_use_ai,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,certify_no_unauthorized_disclosure,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,just_a_warning,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,maintain_ai_prompt_records,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,disclose_ai_generated_evidence,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,notice_to_opposing_parties_ai_evidence,
12,Chief Judge Sarah A. Hall; Judge Janice D. Loyd,Bankr. W.D. Okla.,2023-07,rails,ai_to_record_in_courtroom,
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,prohibited,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,disclose_ai_tool_used,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,disclose_how_ai_tool_used,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,identify_sections_drafted_with_ai,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,disclose_process_used_to_check_accuracy,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,certify_accuracy_non_use_on_notice,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,certify_accuracy_if_planning_to_use_ai,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,certify_no_unauthorized_disclosure,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,certify_accuracy_w_each_filing_if_ai_used,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
13,Judge Arun Subramanian,S.D. N.Y.,2023-07,both,maintain_ai_prompt_records,"This standing order does not use the phrase “artificial intelligence” but explicitly refers to generative AI programs by cautioning counsel about the use of “ChatGPT or other such tools,” reminding la"
